jackknife_resample,min,median,max,q95,q975,q99,q995,ratio
46,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
47,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
48,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
49,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
50,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
51,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
52,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
53,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
54,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
55,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
56,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
57,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
58,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
59,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
60,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
61,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
62,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
63,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
64,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
65,0.6959982548741609,0.8822942549810138,4.062020586884951,2.4920693117883213,2.7262837745423965,2.766424231658713,4.062020586884951,5.836251109019489
66,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
67,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
68,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
69,0.6981234465344005,0.8800326092315889,4.074059330662845,2.492331551493277,2.7220658648565683,2.761909702742002,4.074059330662845,5.8357291262557425
70,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
71,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
72,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
73,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
74,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
75,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
76,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
77,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
78,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
79,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
80,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
81,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
82,0.6984365186261419,0.876854223529774,4.125007603456367,2.513821363440355,2.6192687949470868,2.742804100444432,4.125007603456367,5.906059453435303
83,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
84,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
85,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
86,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
87,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
88,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
89,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
90,0.698244439052901,0.8816225518865671,4.0641488389290235,2.4919945018226977,2.725517493882938,2.7656261371421853,4.0641488389290235,5.820524463383677
91,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
92,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
93,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
94,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
95,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
96,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
97,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
98,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
99,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
100,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
101,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
102,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
103,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
104,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
105,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
106,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
107,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
108,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
109,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
110,0.6978772370583779,0.8826604536432909,4.031524683439328,2.4889980444401756,2.736558380972604,2.7778601954508217,4.031524683439328,5.776839348468517
111,0.6978772370583779,0.8826604536432909,4.031524683439328,2.4889980444401756,2.736558380972604,2.7778601954508217,4.031524683439328,5.776839348468517
112,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
113,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
114,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
115,0.7000239254565316,0.8807617564566119,4.0369008330561424,2.4887192311642723,2.734607371281534,2.7758441393445157,4.0369008330561424,5.766804085193823
116,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
117,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
118,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
119,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
120,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
121,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
122,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
123,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
124,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
125,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
126,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
127,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
128,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
129,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
130,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
131,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
132,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
133,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
134,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
135,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
136,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
137,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
138,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
139,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
140,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
141,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
142,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
143,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
144,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
145,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
146,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
147,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
148,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
149,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
150,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
151,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
152,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
153,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
154,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
155,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
156,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
157,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
158,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
159,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
160,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
161,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
162,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
163,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
164,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
165,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
166,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
167,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
168,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
169,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
170,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
171,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
172,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
173,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
174,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
175,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
176,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
177,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
178,0.6998701534004655,0.8808945799301687,4.036572289836819,2.4887438836974503,2.7347278956838985,2.7759673430517613,4.036572289836819,5.767601704722352
179,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
180,0.6978772370583779,0.8826604536432909,4.031524683439328,2.4889980444401756,2.736558380972604,2.7778601954508217,4.031524683439328,5.776839348468517
181,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
182,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
183,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
184,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
185,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
186,0.6982296883332177,0.8795906407962973,4.0803625256695835,2.495331247258171,2.7423951446393118,2.7595460046144744,4.0803625256695835,5.843868563380683
187,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
188,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
189,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
190,0.6984365186261419,0.876854223529774,4.125007603456367,2.513821363440355,2.6192687949470868,2.742804100444432,4.125007603456367,5.906059453435303
191,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
192,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
193,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
194,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
195,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
196,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
197,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
198,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
