jackknife_resample,min,median,max,q95,q975,q99,q995,ratio
199,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
200,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
201,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
202,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
203,0.7014254336755852,0.8803013729799828,4.026750614312772,2.5018611641720976,2.7438169235243732,2.77965047137328,4.026750614312772,5.740810670653805
204,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
205,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
206,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
207,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
208,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
209,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
210,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
211,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
212,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
213,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
214,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
215,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
216,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
217,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
218,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
219,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
220,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
221,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
222,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
223,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
224,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
225,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
226,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
227,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
228,0.6978772370583779,0.8826604536432909,4.031524683439328,2.4889980444401756,2.736558380972604,2.7778601954508217,4.031524683439328,5.776839348468517
229,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
230,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
231,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
232,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
233,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
234,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
235,0.6998701534004655,0.8808945799301687,4.036572289836819,2.4887438836974503,2.7347278956838985,2.7759673430517613,4.036572289836819,5.767601704722352
236,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
237,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
238,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
239,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
240,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
241,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
242,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
243,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
244,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
245,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
246,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
247,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
248,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
249,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
250,0.698244439052901,0.8816225518865671,4.0641488389290235,2.4919945018226977,2.725517493882938,2.7656261371421853,4.0641488389290235,5.820524463383677
251,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
252,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
253,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
254,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
255,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
256,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
257,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
258,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
259,0.6978772370583779,0.8826604536432909,4.031524683439328,2.4889980444401756,2.736558380972604,2.7778601954508217,4.031524683439328,5.776839348468517
260,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
261,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
262,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
263,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
264,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
265,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
266,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
267,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
268,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
269,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
270,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
271,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
272,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
273,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
274,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
275,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
276,0.698244439052901,0.8816225518865671,4.0641488389290235,2.4919945018226977,2.725517493882938,2.7656261371421853,4.0641488389290235,5.820524463383677
277,0.6972132636095508,0.889287039246129,4.063162838688752,2.491760292586647,2.7258267488986907,2.7659958872322856,4.063162838688752,5.827718792458573
278,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
279,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
280,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
281,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
282,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
283,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
284,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
285,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
286,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
287,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
288,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
289,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
290,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
291,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
292,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
293,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
294,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
295,0.6978255168132019,0.8826233624038596,4.032839243076631,2.489121144429898,2.7361139161939274,2.777367235586832,4.032839243076631,5.779151300591041
296,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
297,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
298,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
299,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
300,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
301,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
302,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
303,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
304,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
305,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
306,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
307,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
308,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
309,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
310,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
311,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
312,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
313,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
314,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
315,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
316,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
317,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
318,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
319,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
320,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
321,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
322,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
323,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
324,0.6982086869164855,0.880314468024624,4.068078014679046,2.4918249306475753,2.7240974523395796,2.764152696235926,4.068078014679046,5.826450015460262
325,0.698244439052901,0.8816225518865671,4.0641488389290235,2.4919945018226977,2.725517493882938,2.7656261371421853,4.0641488389290235,5.820524463383677
326,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
327,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
328,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
329,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
330,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
331,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
332,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
333,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
334,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
335,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
336,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
337,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
338,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
339,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
340,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
341,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
342,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
343,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
344,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
345,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
346,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
347,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
348,0.697060555276894,0.8813148900396335,4.065419037707958,2.491991383209209,2.7250672264039952,2.765149812600084,4.065419037707958,5.832232231377728
349,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
350,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
351,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
352,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
353,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
354,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
355,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
356,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
357,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
358,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
359,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
360,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
361,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
362,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
363,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
364,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
365,0.6974157283809764,0.8834773115025927,4.0232376168827635,2.4525542473252364,2.752354987517229,2.780967845409532,4.0232376168827635,5.7687795860620374
366,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
367,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
368,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
369,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
370,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
371,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
372,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
373,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
374,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
375,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
376,0.6992634624509758,0.8814969677162133,4.033906407851523,2.4887305729087292,2.7356695158600717,2.7769670487962475,4.033906407851523,5.768793343945571
377,0.69882245835228185,0.8773820506118687,4.372939654365409,2.4906566785495854,2.5052788193823865,2.9231383097513786,3.835945104055141,6.257583170232024
378,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
379,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
380,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
381,0.6978367800786223,0.8826275833501307,4.0326202481720514,2.489099763221402,2.7361878115910643,2.7774493586760496,4.0326202481720514,5.778744203935071
382,0.69882245835228185,0.8773820506118687,4.372939654365409,2.4906566785495854,2.5052788193823865,2.9231383097513786,3.835945104055141,6.257583170232024
383,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
384,0.6971505611837393,0.8887413300439562,4.029452522452839,2.489071241330774,2.737304542910118,2.778637255820754,4.029452522452839,5.779888515919658
385,0.69702707548065,0.8834190726156915,4.029271605114885,2.489097447027685,2.737373066777317,2.7787050998224863,4.029271605114885,5.780652928491213
386,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
387,0.6975501120990942,0.8837503785282648,4.016731316434201,2.5047632890799227,2.748821566289275,2.7834077080777435,4.016731316434201,5.758340865786546
388,0.6975764026445751,0.8843322847320236,4.175802180331572,2.442230165429201,2.506261084365286,2.9053398763906446,4.175802180331572,5.986157450998527
389,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
390,0.6985040248398112,0.8820672589111715,4.033774554808356,2.4889718456577783,2.735757312524447,2.777016493687436,4.033774554808356,5.774876609670827
391,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
392,0.6992289876994615,0.8860349946318917,4.03380921653933,2.4887341826789684,2.7357045428223725,2.7770034955383203,4.03380921653933,5.768938770417679
393,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
394,0.7004180732174479,0.8817016156834808,4.0351005578800105,2.4889490850468703,2.7352839432316127,2.776519242535565,4.0351005578800105,5.760988632609564
395,0.6977150980762457,0.882726914039736,4.032459119446367,2.4891270348171335,2.736249509464486,2.7775097819481815,4.032459119446367,5.7795210832684365
396,0.6963443931700941,0.8839073418242862,4.029564801535176,2.489346439973539,2.737311692942876,2.7785951511648777,4.029564801535176,5.786741217503973
397,0.6981342471357779,0.8834392523509055,4.031220180431178,2.4893135124346397,2.7367199589318876,2.7779743840788784,4.031220180431178,5.7742765047983085
