resample,sd,min,max,q0.95,q0.99,q0.995,weights_ratio
83,0.4848993453447287,0.7093635034410991,4.546888032704932,2.2695327278485693,2.4516434854872196,4.209140220090387,6.409813883358994
84,0.5396944921611774,0.37611323012373715,5.275916184605788,2.0184588930517333,3.2558698047879204,3.6016239061057234,14.027467693359442
85,0.4843667912792811,0.5033214811525445,3.6059361280647364,2.2040855389702925,3.3772762382712216,3.6059361280647364,7.164280212733192
86,0.41911604360323645,0.7497955508168128,3.1010571890976957,2.312468371605002,2.708145769638188,2.708145769638188,4.135870352550723
87,0.5273728923457491,0.6282608633481632,4.2958796173563405,2.3359115293624,2.990443392158811,4.2958796173563405,6.8377323305839814
88,0.41762041219376606,0.6330033536442149,3.1661806227002858,1.954804455853234,2.5252928049071506,2.631039294842995,5.001838622927527
89,0.6388011905047302,0.5461023747192151,7.228494261008709,2.201258714456451,4.931718169386771,4.931718169386771,13.236518637600366
90,0.5802274815053049,0.632718575592615,4.394123746606977,2.57663481484458,4.000880365851501,4.000880365851501,6.9448312663989125
91,0.5737176817207759,0.6328462616227016,5.752561793029294,2.1375076974368414,3.9575540773987705,3.9575540773987705,9.089983052564715
92,0.6511797119521314,0.6596503602206509,5.994932048307551,2.1299976182502878,4.969573354671302,4.969573354671302,9.088044833784773
93,0.4901300859860864,0.6327325217916236,3.3662805227771826,2.666242846152052,3.2714548492367044,3.3662805227771826,5.320226804914877
94,0.5469276158192936,0.5161179921244547,5.642981676775757,2.0853369933975396,3.0755974452112587,3.2992215995204326,10.933510869380871
95,0.5857386272917349,0.6393508166943025,6.706491072602834,2.1323681408137127,3.4558066400041403,4.138167840273821,10.489532346698256
96,0.5794419438673563,0.5768408521713301,4.911565079872841,2.2303873986734626,3.744692315002404,3.7475659152184986,8.514592996291524
97,0.5801946197286877,0.5487053509861526,5.225100155372456,2.1097242712723148,3.177714777760662,4.646649527721817,9.522597412220824
98,0.5324916570486306,0.605449199588596,4.899957581210311,1.9528767265187406,3.4082760052405927,4.899957581210311,8.093094490074217
99,0.47851791435142155,0.6262531726757399,4.239651070336687,2.382281861569179,2.40377677573621,4.239651070336687,6.769867611563997
100,0.5048273413996763,0.6604062013636995,4.193542816701904,2.340500729246326,2.9836358938601486,3.4387565493283154,6.349944637167985
101,0.5092679989589268,0.661296685117139,4.554528814009313,2.3322329626826255,2.8204589344040465,3.766132560892881,6.88726999017475
102,0.6003279891270298,0.5876772756186049,6.099311526529482,2.233226325476405,3.6005681289773896,3.6005681289773896,10.378675132723453
103,0.5818787978399712,0.5640826660451649,5.650516556207861,2.0164585625662013,3.9811029782037166,3.9811029782037166,10.017178148415992
104,0.5495077090449251,0.6300556853681116,4.101092827705635,1.7975907950647048,3.474163330580917,4.101092827705635,6.509095819537857
105,0.5030883641992103,0.6407352445227009,4.481920426181815,2.1968782119660064,2.9867404162986437,4.481920426181815,6.994964713577611
106,0.5193652709009037,0.6589597528931895,4.3225574084412095,2.434047272330593,3.230335055978509,4.3225574084412095,6.559668309730368
107,0.45663930829514454,0.6433430381901957,3.4233625118425093,2.2968661003234794,2.7464316281317496,2.9554511651490936,5.32120860664453
108,0.6104349444252426,0.6561260835585964,4.457233842714256,2.0118925515547046,4.457233842714256,4.457233842714256,6.793258116701888
109,0.5035771734984336,0.5718210742944745,4.484534535282123,2.1982090115928643,2.9856200838270834,4.484534535282123,7.842548546877606
110,0.4453925354136541,0.5557790373462154,3.2368876125653467,2.3567445643667257,2.8914956490330903,3.2368876125653467,5.824054876234869
111,0.5298243077661415,0.6228550771111728,4.46205095479989,2.3950467238581656,2.985551866517344,3.878867635671785,7.163867035482899
112,0.49430791506468,0.44821268666852626,4.239902692568042,2.4079948528420014,2.981505354611873,3.424331888071979,9.459577603843337
113,0.43939709366524543,0.6619595552448853,3.173670457858167,2.2614294627845277,2.710251415059955,2.710251415059955,4.794357046004268
114,0.6190414019138835,0.6067387262356109,5.9205953102511435,1.9786656077650713,3.918777111886037,4.464671857107364,9.758063980824652
115,0.5769837788577338,0.6632879984270734,5.205275599080111,2.823638686741347,3.030172468901344,3.3712766488078207,7.84768548718497
116,0.4922839659411457,0.6662814889253421,3.9022622146649053,2.3857287636379967,3.201191172007426,3.201191172007426,5.85677717230136
117,0.5337036237262507,0.531185996865728,4.140327404043546,2.4659569543271243,3.2002834243369453,3.3553906809885,7.794496520001692
118,0.5424225985669027,0.6603296755978749,4.371506670699517,2.461207231256219,3.562742624974405,3.9813194563581256,6.620188115491664
119,0.44225960396282915,0.6524138661932902,3.2634413537372025,2.154690691543041,2.9827700023048114,2.9827700023048114,5.002102994497583
120,0.6041632160158684,0.6102109123887386,5.663047852372397,2.0559118643762258,3.797745021349128,4.367853664062759,9.280476204864586
121,0.5446340686985978,0.6849040317662674,6.069657345471178,2.0456100999460154,3.156057271803648,3.934070677371353,8.862055213514248
122,0.511754629260015,0.6300240592411448,4.778151284129658,2.2012413171502616,3.1983196784048786,3.288559332338672,7.584077487270684
123,0.5331863481654459,0.6450627349678983,4.8240257448324835,2.4155671772573495,2.687516013188039,4.8240257448324835,7.478382308152636
124,0.47976679392369914,0.6406220052034869,4.238918705052804,1.8366606821883664,3.3950688933107416,4.238918705052804,6.616879642943822
125,0.5689169830857015,0.4241427623375932,3.905498593795842,1.8758369899088585,3.580861230192094,3.905498593795842,9.207981228469697
126,0.6180103640196297,0.521098534424258,6.106164457781739,1.8818102038582838,3.690102546178746,4.531216152639719,11.717869182894956
127,0.5200114073340214,0.6817183681112431,5.110303549355799,2.1456609555338564,3.1403110720550744,3.9032259304078365,7.496209268226579
128,0.652113629578684,0.5340823965032353,5.7547390664018,1.5738545484036486,4.272181748357637,5.7547390664018,10.775002329377354
129,0.5313200831348317,0.6199579988026872,5.509863351287784,2.209408486473684,2.6220982583043795,3.066160313421599,8.887478445199314
130,0.5305811936389797,0.5274067264776257,4.059910296053705,2.330773775811452,3.2930763282612423,4.059910296053705,7.6978735617736564
131,0.44098243199637327,0.6267844882438754,3.5900819961052752,2.1869762796457226,2.8602926526763577,2.8602926526763577,5.727777351612459
132,0.5332806165480527,0.458972799058415,4.561088984757605,2.365531640895977,3.080215657483434,3.6830111388204156,9.937601954004032
133,0.5256107658282032,0.6054672376279998,5.096325268203336,1.9923846419679205,3.087447288875373,3.7363208214613297,8.417177596873586
134,0.5344436636055396,0.6201973352894817,3.828021012979692,2.6738069387324526,3.574848038035639,3.6166215789013982,6.172262915629805
135,0.5121392254550577,0.6409814006822022,3.9274804981427947,1.8915950354081272,3.2061143668286975,3.9274804981427947,6.127292451797731
136,0.5396380306629528,0.6261153933038563,6.167138038460131,1.9417473010987387,3.0013455563292966,3.9898850088854854,9.8498425440679
137,0.582140681205058,0.619591591647261,5.498829922966164,1.745457934720107,3.434311564203423,4.7135306571813445,8.874926640542109
138,0.5300178552429179,0.6731701116693493,4.386816969467103,2.466945735047223,2.798582847049404,4.078662613273995,6.51665439897284
139,0.49497441954012,0.6938355516615633,3.824511463759526,2.1472848231386736,3.4096049315987,3.759370571607288,5.512129573932575
140,0.6769947623805015,0.5762533956410095,7.613143599170119,1.7527538183981086,4.072849652406785,4.072849652406785,13.211451171930108
141,0.5736798727589435,0.5399534922474225,5.289573188167862,1.720460412525886,3.522477921384555,4.3292845657738015,9.79634961920762
142,0.6390975207660439,0.6205399615524457,6.35794841866014,2.286478965137442,3.81784947148396,4.473109513734631,10.245832359859696
143,0.507741119529802,0.6874517452992052,4.638120058399377,2.1017433276444826,3.6239047976476257,4.638120058399377,6.746829999508824
144,0.47419132773553896,0.625916701793843,3.9458511499732984,2.286228150531282,2.5777175071266005,3.5732754258535824,6.304115449651216
145,0.5787373399771365,0.4442475255127235,5.153453875486258,1.982775235574583,3.4350150120322143,5.153453875486258,11.600410986056602
146,0.5685702922621216,0.6565337204130042,4.647721186445752,2.271916517345576,3.5867605480664593,4.647721186445752,7.079181223962146
147,0.47801002891582767,0.5579123712630587,3.8527853932899574,1.8511727915967104,2.9730473689967223,3.8527853932899574,6.905717800391539
148,0.6954112718966257,0.5168517880779971,9.123179066301276,1.8383175030991692,5.045953025266934,5.045953025266934,17.65144143203489
149,0.4970415036118776,0.6352310346601825,3.636242029519356,2.311658961776409,3.1577923898546953,3.236736580399347,5.724282711509156
150,0.7047467616961157,0.6003515415146693,7.053662156798174,2.4255000965334936,5.7844628225827455,5.7844628225827455,11.74921969718274
151,0.480485020710781,0.6075598914378793,3.9805414888962742,2.3546582425245433,2.910922564822349,3.760291431404302,6.55168575969645
152,0.5615597780898629,0.6228547344220472,6.3585406089427225,2.133866221313768,3.4993004479616534,3.561690998238694,10.208705589824042
153,0.5174265172790612,0.6370403222993439,4.489370288613791,1.7351147641149691,3.326055752712104,3.326055752712104,7.047230970262263
154,0.5165085839033161,0.5432428019917358,3.690982613836557,1.4770671349637974,3.4388337836657468,3.4388337836657468,6.79435162381168
155,0.4889386113411912,0.6670146333288148,3.927014788477122,2.2145895259701085,3.224557118172084,3.927014788477122,5.887449228630703
156,0.5363277925539056,0.6230733213112534,4.316752452359604,2.090260874681198,3.6042535793196757,3.6042535793196757,6.928161268845582
157,0.6036139422669153,0.6347433796289561,5.800301694501359,1.5584480941935914,4.411597768085012,4.640733915943659,9.13802629637818
158,0.47592185606309456,0.7236222158184061,4.23804798585261,2.4536277285280033,2.5419353559850224,4.090816876375944,5.856713480057325
159,0.3991968727329109,0.7055741714188298,3.169335650561486,1.9416432736218936,2.9101516631525466,3.169335650561486,4.4918532720497835
160,0.5333170982212533,0.5058062801529805,4.674168161576418,2.3540893022484553,2.9043485297009566,4.674168161576418,9.241024370363139
161,0.4628478349023577,0.5210072660403329,3.544109484581643,2.419102723115026,2.9127638454745997,3.544109484581643,6.802418537301708
162,0.5379748769784933,0.5485267337259037,4.505975423124961,2.416238250958129,3.167624168298254,3.4371218290965624,8.2146869898534
163,0.5630219660690094,0.561016849705804,4.925906114906578,2.391029048681384,3.312096368334855,4.277894251501168,8.780317592046856
164,0.5347510602466744,0.6964290153584428,5.335659926424066,2.2681944643179066,3.2936817878749816,3.3565007911911815,7.66145552347194
165,0.5380319875943449,0.6467100803099658,5.611880248369599,2.501194988802184,2.615791561221032,2.642939966397505,8.677582767350472
166,0.5703218551861543,0.6228734437288321,5.410119396295384,2.183730575766758,3.5758966957052505,3.5758966957052505,8.685744192123044
167,0.49819980035474537,0.6549059364560946,3.8140372354942156,2.3377250750815155,3.608270839660647,3.8140372354942156,5.823793957546316
168,0.5296228856515581,0.6188332001283594,3.753949845232949,2.357124414924515,2.802959718726023,3.753949845232949,6.066173961665758
169,0.5340638643228034,0.5249330513190117,4.189851273950533,2.3182090093412615,3.4126791481739573,3.4126791481739573,7.981686928309419
170,0.5525307130620851,0.6943541616432903,5.562592482788921,2.413709631598155,3.1782397047863773,3.1782397047863773,8.01117468587534
171,0.5700573725258925,0.6118595290276789,5.04942418645561,2.182651980440722,3.030953041058068,4.704142735903145,8.252587312777125
172,0.6691352197668813,0.7024261352423016,8.755436885783794,1.8103815800025536,4.654092237609484,4.654092237609484,12.464565947227477
173,0.5634318833813635,0.6215042585402218,4.639475751518932,2.3792352614104253,3.4057528230131933,4.639475751518932,7.46491385660985
174,0.5310004054803569,0.6105907490137727,4.640728963944352,2.3576225490506824,3.133935783093406,3.2244398374402032,7.600391868759993
175,0.6305046963118115,0.6635904603385376,5.946609909198949,2.574231101414165,4.373316842532741,4.373316842532741,8.961264913551082
176,0.49015531706462256,0.573931160860856,3.534295335791207,2.1253653492031686,3.2411419377067987,3.534295335791207,6.15804747470065
177,0.531115972255204,0.7076775201993202,4.397124416372985,2.471547719203225,3.2037326553364305,4.397124416372985,6.21345781216071
178,0.4345105814505615,0.6855314438493736,4.005625504152453,1.8792548405810605,2.863397697912332,3.0518652859419104,5.8430952220954255
179,0.5565237530367378,0.6351389076153569,5.254769322410744,2.0103674968047582,3.637271858778151,4.056892686036811,8.273417451530236
180,0.6300745040611527,0.5816263537510664,6.544550330485399,1.6042888722850286,4.461112490346883,4.461112490346883,11.252155766804265
181,0.550973362738238,0.5957842283962969,5.073046090468202,2.4472950019248674,2.9388780554150733,2.9388780554150733,8.514904975117556
182,0.5342075924224046,0.6037823178350084,4.544880690027023,2.4436950815881326,2.837824888852519,4.544880690027023,7.5273497679158154
183,0.49192734266239774,0.507695037792913,4.111773108527827,2.4604474160306307,2.61293979755803,3.8718081180578157,8.09890348033105
184,0.6367635296172967,0.651625910314385,8.216254461415865,2.089705911481491,4.021029189418475,4.1053514056956075,12.608851691381995
185,0.5680849757773434,0.6476982026923374,6.691765292348469,1.794364260792412,4.255565984659612,4.255565984659612,10.331610099475789
186,0.5484782357313971,0.6661389821460052,4.3468900415760094,2.2603289977193626,3.043725713231263,4.163207289843773,6.525500170508341
187,0.4815142721903111,0.588424554475343,3.8513000414125123,2.47089685946833,2.533227118710935,3.8513000414125123,6.545104231495653
188,0.4143984524475851,0.6551382975380268,3.2674512633719277,1.8300151775911488,2.463651714712203,2.463651714712203,4.987422160558813
189,0.4826039708173838,0.5166018167765561,3.5928584276774056,2.255246040137386,3.1680806185600905,3.3715667975034553,6.954792474590563
190,0.5812284463936612,0.6870203959195369,6.243608878275598,2.002217108408948,3.407985817626719,4.100423830058332,9.087952723614398
191,0.6607023052110329,0.5361343315038505,8.19237175861865,2.0247828398906464,5.23211448680346,5.23211448680346,15.280446106928359
192,0.5354320434920589,0.6579369263150825,4.591763360042036,1.6101520472216397,3.8722180727002886,3.8722180727002886,6.979032755858826
193,0.48723477822358346,0.649457576638434,3.3563779903499955,2.2429464759154514,3.2376050582602685,3.3563779903499955,5.167971105553147
194,0.4472236966268001,0.6543774155098223,3.392165810326518,2.2034788805942878,3.135024259688904,3.392165810326518,5.1838063630049
195,0.5628663831747702,0.4860479131503034,5.312787800806559,2.270682291054601,3.650364398618898,3.650364398618898,10.9305845310021
196,0.5604949707655353,0.6095219059211885,5.618625623059997,2.403473094685258,3.0500006774171715,3.334970917800838,9.218086451820632
197,0.6316107887438337,0.6075598914378791,7.506356735823921,2.487683738985436,4.130244224124929,4.21912716000115,12.354924743401071
198,0.45476937982540266,0.6686970955863719,3.8932242002972126,2.3425071889664046,2.4601479633642787,3.707055759761148,5.822104247190268
199,0.5102074898992394,0.608325185774241,4.293188382681898,2.4665183363515233,2.613703632226421,4.051426388490749,7.057390492911743
200,0.4810710759890918,0.5400532368336705,4.737089147563236,2.2393855301754484,2.764307321945498,2.9413924431441174,8.771522554585113
201,0.4176862592992117,0.6941026546839313,2.8071095671445616,2.188560222559875,2.7496839133109354,2.8071095671445616,4.044228253849304
202,0.6610987275196492,0.6075598914378791,6.95418071897767,1.8123808876958143,4.566460578943047,4.566460578943047,11.44608262819915
203,0.574136397118962,0.6395560406834158,6.508848625542231,2.1107210195166166,3.7204968663184124,3.814979405693155,10.177135718375853
204,0.48959783262183404,0.4900185774150907,3.5855830470998384,2.187994323663621,3.025518370236733,3.5855830470998384,7.317239003497046
205,0.5147147323737868,0.6303586706733574,3.8935214437922037,2.7374464072186675,2.7424832457785295,3.8863706110671794,6.176676271674177
206,0.6480318011933823,0.6697688399576579,6.411220587114158,2.0227271976735843,4.552988011782855,5.29683742296604,9.572288533935781
207,0.5002841195028866,0.7341401481450548,5.021823168748246,2.4220429189739265,2.4268381483028607,2.8550106766762546,6.840414846452466
208,0.5149983903338197,0.6025335221446677,4.115712402282843,2.3164007353460443,2.6864292938124366,4.115712402282843,6.8306778810136715
209,0.6141190700270578,0.6657648988828067,6.017745802082959,1.6389904719249149,4.057718652449098,4.228074299672459,9.038845112112543
210,0.5679724959817007,0.6503594423269587,4.670530373007704,2.046256682665701,3.1694684833630755,4.283780386198735,7.181460080439122
211,0.4994142038129112,0.6908147993073193,4.295361803316652,1.887014417270848,2.9453175468725385,4.295361803316652,6.217819606099371
212,0.53740710874127,0.5303786999175384,4.851662228143358,2.257998581067997,3.362722182313986,3.362722182313986,9.147543498443055
213,0.4903916258304307,0.5578821145525846,4.139480311314389,2.251820796327073,3.2592479462508965,3.2592479462508965,7.419991075774507
214,0.54005014922714345,0.5500148601416646,4.972319932758972,2.54550582937497,2.7196088310423394,4.667002788990877,9.040337440116211
215,0.5796900819611494,0.5896827519512465,5.578858180094772,2.2775843395993816,3.865871305407734,3.865871305407734,9.460778972480474
216,0.5852233198589825,0.6187261910507202,4.334425846789731,2.7802544944391703,3.332225129449378,4.036969412374195,7.005402243323518
217,0.5103219256354725,0.5965015597086257,4.658753712151906,2.2445808630709556,3.254288223253041,3.254288223253041,7.810128299459228
218,0.5988975949816745,0.5967837610950489,5.5634775390258415,1.7823764319290365,4.415627893889608,5.5634775390258415,9.32243452606237
219,0.5145001089638316,0.5517305623101982,3.973940906914559,2.3409253402854806,3.2760985942995693,3.973940906914559,7.202684024381268
220,0.5747890984298368,0.5735798037287735,5.875389803879017,2.3055361867477573,3.9292091518180654,3.9292091518180654,10.243369389374962
221,0.6094036083780375,0.5718210742944745,6.2105355753286515,1.9083938169917578,3.6553121736631082,4.392797356408234,10.86097706872967
222,0.5237735671044541,0.6316152900290783,4.4584522653283445,2.214642295805632,3.4087929570884996,4.4584522653283445,7.058809904875935
223,0.6666178318316508,0.6594538585897569,7.189020849231208,1.6958783721478239,4.527320557234123,4.527320557234123,10.901476662226134
224,0.5093045153680774,0.675343713856158,4.114031504668839,2.177913502118823,4.020135238764919,4.114031504668839,6.0917595296446185
225,0.5562963081986576,0.6558539919401016,4.598733898736439,2.778217194534092,3.23364838191447,3.4453244924601,7.011825734463832
