resample,18_34_CAT,18_34_ESP,18_34_Other,35_49_CAT,35_49_ESP,35_49_Other,50_64_CAT,50_64_ESP,50+_Other,65+_CAT,65+_ESP,check
87,144.8833536676591,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403395,127.46593561428979,66.93006993743772,41.59568617286916,92.27677721656443,118.42685016025132,8.881784197001252e-14
88,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455146,75.19808583403396,127.46593561428979,66.93006993743772,41.59568617286916,92.27677721656443,118.42685016025135,4.618527782440651e-14
89,144.88335366765912,9.720958263006068,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428978,66.9300699374377,41.59568617286916,92.27677721656444,118.42685016025132,4.440892098500626e-14
90,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455146,75.19808583403395,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025135,4.618527782440651e-14
91,144.88335366765912,9.720958263006068,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403395,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656441,118.42685016025133,4.440892098500626e-14
92,144.88335366765912,9.720958263006066,68.70588838527192,199.81771453416127,22.97868021445514,75.19808583403396,127.46593561428979,66.9300699374377,41.59568617286916,92.27677721656443,118.42685016025135,8.881784197001252e-14
93,144.88335366765912,9.720958263006066,68.70588838527189,199.81771453416127,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656444,118.42685016025135,7.105427357601002e-14
94,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416127,22.978680214455146,75.19808583403398,127.46593561428976,66.93006993743771,41.595686172869165,92.27677721656444,118.42685016025135,9.592326932761353e-14
95,144.88335366765912,9.720958263006066,68.70588838527192,199.8177145341613,22.978680214455142,75.19808583403395,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656444,118.42685016025133,5.684341886080802e-14
96,144.88335366765912,9.720958263006064,68.70588838527192,199.81771453416133,22.97868021445514,75.19808583403398,127.46593561428979,66.93006993743771,41.59568617286915,92.27677721656443,118.42685016025133,8.348877145181177e-14
97,144.88335366765912,9.720958263006068,68.70588838527189,199.81771453416127,22.978680214455146,75.19808583403396,127.46593561428978,66.93006993743772,41.59568617286916,92.27677721656444,118.42685016025132,9.059419880941277e-14
98,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416127,22.978680214455146,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656444,118.42685016025132,7.460698725481052e-14
99,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656441,118.42685016025133,3.019806626980426e-14
100,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025135,2.842170943040401e-14
101,144.8833536676591,9.720958263006064,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403395,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025135,7.283063041541027e-14
102,144.88335366765915,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403395,127.46593561428978,66.93006993743771,41.595686172869165,92.27677721656443,118.42685016025132,6.750155989720952e-14
103,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428979,66.9300699374377,41.59568617286915,92.27677721656443,118.4268501602513,6.927791673660977e-14
104,144.88335366765912,9.720958263006068,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403395,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025133,1.9539925233402755e-14
105,144.88335366765912,9.720958263006068,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025135,3.019806626980426e-14
106,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455146,75.19808583403396,127.46593561428978,66.9300699374377,41.59568617286916,92.27677721656443,118.42685016025133,1.7763568394002505e-14
107,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656444,118.42685016025133,1.7763568394002505e-14
108,144.88335366765915,9.720958263006064,68.7058883852719,199.81771453416133,22.978680214455146,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656444,118.4268501602513,1.0480505352461478e-13
109,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286915,92.27677721656444,118.42685016025133,2.1316282072803006e-14
110,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416133,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286915,92.27677721656443,118.42685016025133,3.552713678800501e-14
111,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416133,22.978680214455146,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656441,118.42685016025135,6.039613253960852e-14
112,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025135,1.4210854715202004e-14
113,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416133,22.978680214455146,75.19808583403396,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025132,6.039613253960852e-14
114,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416127,22.97868021445514,75.19808583403395,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656441,118.42685016025132,7.460698725481052e-14
115,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403395,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025132,4.263256414560601e-14
116,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656441,118.42685016025132,4.618527782440651e-14
117,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286915,92.27677721656441,118.42685016025132,3.552713678800501e-14
118,144.88335366765912,9.720958263006068,68.70588838527189,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428979,66.93006993743771,41.59568617286916,92.27677721656445,118.42685016025133,5.861977570020827e-14
119,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416127,22.97868021445514,75.19808583403396,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025133,3.197442310920451e-14
120,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428979,66.9300699374377,41.59568617286916,92.27677721656443,118.42685016025133,3.197442310920451e-14
121,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025133,1.9539925233402755e-14
122,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.978680214455142,75.19808583403396,127.46593561428979,66.9300699374377,41.59568617286915,92.27677721656441,118.42685016025135,6.572520305780927e-14
123,144.88335366765912,9.720958263006064,68.70588838527189,199.8177145341613,22.978680214455142,75.19808583403395,127.46593561428979,66.93006993743772,41.59568617286915,92.27677721656443,118.42685016025135,7.993605777301127e-14
124,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428978,66.93006993743771,41.595686172869165,92.27677721656444,118.42685016025136,5.5067062021407764e-14
125,144.88335366765912,9.720958263006066,68.7058883852719,199.81771453416127,22.978680214455142,75.19808583403398,127.46593561428978,66.9300699374377,41.59568617286916,92.27677721656443,118.42685016025133,5.684341886080802e-14
126,144.8833536676591,9.720958263006066,68.7058883852719,199.81771453416133,22.978680214455142,75.19808583403395,127.46593561428978,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025133,7.105427357601002e-14
127,144.88335366765912,9.720958263006064,68.7058883852719,199.81771453416127,22.978680214455142,75.19808583403396,127.46593561428978,66.93006993743772,41.59568617286916,92.27677721656443,118.42685016025132,5.861977570020827e-14
128,144.88335366765912,9.720958263006068,68.70588838527189,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428979,66.93006993743771,41.59568617286915,92.27677721656445,118.42685016025135,8.348877145181177e-14
129,144.88335366765915,9.720958263006066,68.70588838527192,199.81771453416133,22.978680214455146,75.19808583403395,127.46593561428978,66.93006993743771,41.595686172869165,92.27677721656443,118.42685016025133,9.592326932761353e-14
130,144.88335366765912,9.720958263006066,68.70588838527189,199.8177145341613,22.97868021445514,75.19808583403396,127.4659356142898,66.93006993743771,41.59568617286915,92.27677721656441,118.42685016025132,8.171241461241152e-14
131,144.88335366765912,9.720958263006066,68.70588838527189,199.81771453416133,22.978680214455142,75.19808583403396,127.46593561428982,66.9300699374377,41.59568617286915,92.27677721656443,118.42685016025132,1.2079226507921703e-13
132,144.8833536676591,9.720958263006066,68.7058883852719,199.8177145341613,22.978680214455146,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656443,118.42685016025132,6.039613253960852e-14
133,144.88335366765912,9.720958263006064,68.7058883852719,199.8177145341613,22.978680214455146,75.19808583403398,127.46593561428978,66.9300699374377,41.59568617286916,92.27677721656443,118.42685016025133,3.375077994860476e-14
134,144.88335366765912,9.720958263006066,68.7058883852719,199.8177145341613,22.97868021445514,75.19808583403396,127.46593561428976,66.93006993743771,41.59568617286916,92.27677721656444,118.42685016025135,4.618527782440651e-14
