Catalan,Spanish,Other,resample_length,Catalan_pop,Spanish_pop,Other_pop,check
250.87680109924673,593.6731382932841,122.45006060746917,967,251.34506622334328,593.4574562486342,122.19747752802256,0.9365302481929945
251.23857622941625,594.3915800094778,122.3698437611058,968,251.60498873236432,594.071166131001,122.32384513663477,0.7328250058959611
250.5533091476451,592.3689262478938,122.07776460446107,965,250.8252212053012,592.2300364839008,121.9447423107981,0.5438241153120629
251.14455428215484,594.4815054555141,122.37394026233092,968,251.60498873236432,594.071166131001,122.32384513663477,0.9208689004188102
251.37196182522356,594.2803001354168,122.34773803935957,968,251.60498873236432,594.071166131001,122.32384513663477,0.46605381428143744
251.30391152337646,594.3415145676803,122.35457390894324,968,251.60498873236432,594.071166131001,122.32384513663477,0.6021544179756688
251.3376597386377,594.2911526116361,122.37118764972612,968,251.60498873236432,594.071166131001,122.32384513663477,0.5346579874531159
251.0937052816234,594.3666805661795,122.53961415219702,968,251.60498873236432,594.071166131001,122.32384513663477,1.0225669014817527
251.26930047050183,594.3490734832485,122.38162604624955,968,251.60498873236432,594.071166131001,122.32384513663477,0.6713765237248168
251.349591195694,594.2269853216708,122.42342348263513,968,251.60498873236432,594.071166131001,122.32384513663477,0.5107950733405175
251.3484557014228,594.3292207415418,122.32232355703535,968,251.60498873236432,594.071166131001,122.32384513663477,0.5161092210817912
250.65767253163105,593.1708962975212,122.17143117084768,966,251.08514371432224,592.8437463662675,122.07110991941033,0.8549423653821862
251.1688710550174,594.3024165542713,122.52871239071122,968,251.60498873236432,594.071166131001,122.32384513663477,0.8722353546937143
251.31361480963173,594.3211467339679,122.36523845640022,968,251.60498873236432,594.071166131001,122.32384513663477,0.5827478454649935
250.9898693109822,593.7512347757207,122.25889591329704,967,251.34506622334328,593.4574562486342,122.19747752802256,0.7103938247220611
251.39799696059296,594.2393767141585,122.36262632524844,968,251.60498873236432,594.071166131001,122.32384513663477,0.4139835435426136
251.297546148066,594.3538539528151,122.34859989911881,968,251.60498873236432,594.071166131001,122.32384513663477,0.614885168596544
251.30282749669396,594.3490286289821,122.34814387432381,968,251.60498873236432,594.071166131001,122.32384513663477,0.6043224713405095
251.27694194510252,594.3225295474525,122.40052850744488,968,251.60498873236432,594.071166131001,122.32384513663477,0.6560935745234673
251.2198782166959,594.4088012589419,122.37132052436203,968,251.60498873236432,594.071166131001,122.32384513663477,0.7702210313366749
251.29069865250037,594.3507281721571,122.35857317534237,968,251.60498873236432,594.071166131001,122.32384513663477,0.6285801597277185
251.0740829928819,594.5997164404909,122.32620056662708,968,251.60498873236432,594.071166131001,122.32384513663477,1.0618114789646285
251.09969067589773,593.6441083148208,122.25620100928143,967,251.34506622334328,593.4574562486342,122.19747752802256,0.49075109489093904
249.6546123015522,590.6537508754418,121.69163682300598,962,250.0454536782381,590.3889068368005,121.56563948496142,0.7816827533717401
250.70129976104133,593.194264934796,122.10443530416252,966,251.08514371432224,592.8437463662675,122.07110991941033,0.7676879065616191
250.9143789896332,594.4557690581986,122.62985195216811,968,251.60498873236432,594.071166131001,122.32384513663477,1.381219485462097
251.34719335619081,594.2912933165157,122.36151332729331,968,251.60498873236432,594.071166131001,122.32384513663477,0.5155907523468386
251.09014789527942,593.6725290658543,122.23732303886626,967,251.34506622334328,593.4574562486342,122.19747752802256,0.5098366561276322
250.02877687753082,592.019123391887,121.9520997305821,964,250.56529869628017,591.616326601534,121.81837470218588,1.0730436374985999
250.98081502050957,593.7770277386569,122.24215724083346,967,251.34506622334328,593.4574562486342,122.19747752802256,0.7285024056672853
251.08054874999533,594.4476480242615,122.47180322574302,968,251.60498873236432,594.071166131001,122.32384513663477,1.0488799647378073
251.32125630843777,594.3143921500587,122.36435154150342,968,251.60498873236432,594.071166131001,122.32384513663477,0.5674648478529178
251.2605705919433,594.4452986582756,122.29413074978096,968,251.60498873236432,594.071166131001,122.32384513663477,0.7482650545495346
251.30721046878057,594.3253638726659,122.36742565855347,968,251.60498873236432,594.071166131001,122.32384513663477,0.595556527167389
250.88247456450557,593.8536797448561,122.26384569063826,967,251.34506622334328,593.4574562486342,122.19747752802256,0.9251833176752768
250.55676884981403,593.3129387327971,122.13029241738887,966,251.08514371432224,592.8437463662675,122.07110991941033,1.0567497290163175
250.4603234959072,592.5478111951602,121.99186530893238,965,250.8252212053012,592.2300364839008,121.9447423107981,0.7297954187876741
251.1179730840811,594.447198993325,122.43482792259391,968,251.60498873236432,594.071166131001,122.32384513663477,0.9740312965663662
251.12792628337027,594.4707715531656,122.40130216346408,968,251.60498873236432,594.071166131001,122.32384513663477,0.9541248979880095
251.11839940835938,594.4371427991931,122.44445779244741,968,251.60498873236432,594.071166131001,122.32384513663477,0.9731786480097355
251.09217972073012,593.7109529318624,122.19686734740746,967,251.34506622334328,593.4574562486342,122.19747752802256,0.5069933664564132
251.27553456266998,594.3288110181921,122.39565441913773,968,251.60498873236432,594.071166131001,122.32384513663477,0.6589083393884891
251.03178131582206,594.4709285853908,122.497290098787,968,251.60498873236432,594.071166131001,122.32384513663477,1.1464148330843074
250.50646610055472,593.4019683669135,122.09156553253167,966,251.08514371432224,592.8437463662675,122.07110991941033,1.1573552275348362
251.26926593891685,594.3539451465205,122.37678891456255,968,251.60498873236432,594.071166131001,122.32384513663477,0.6714455868947624
251.09756749609716,594.5177134903884,122.38471901351437,968,251.60498873236432,594.071166131001,122.32384513663477,1.0148424725341698
251.1483032406493,594.4693382861132,122.3823584732374,968,251.60498873236432,594.071166131001,122.32384513663477,0.9133709834298429
251.0401362630927,594.4826402205093,122.47722351639784,968,251.60498873236432,594.071166131001,122.32384513663477,1.1297049385430569
251.02125038608645,594.6547181116193,122.32403150229405,968,251.60498873236432,594.071166131001,122.32384513663477,1.1674766925555247
251.00733433709698,594.4732839247748,122.51938173812813,968,251.60498873236432,594.071166131001,122.32384513663477,1.1953087905345683
251.35920902609215,594.339159132844,122.30163184106375,968,251.60498873236432,594.071166131001,122.32384513663477,0.5359860036862187
250.98033522255565,594.5810954628763,122.43856931456796,968,251.60498873236432,594.071166131001,122.32384513663477,1.2493070196172056
251.38410487292373,594.2457651582819,122.37012996879425,968,251.60498873236432,594.071166131001,122.32384513663477,0.4417677188809819
251.09946029729502,594.5940788208685,122.3064608818364,968,251.60498873236432,594.071166131001,122.32384513663477,1.04582537973522
251.34366482392127,594.29549038725645,122.36084478882219,968,251.60498873236432,594.071166131001,122.32384513663477,0.5226478168859643
250.41152347306223,592.5527772543853,122.03569927255236,965,250.8252212053012,592.2300364839008,121.9447423107981,0.8273954644777604
251.3924060229184,594.2968712440719,122.31072273300956,968,251.60498873236432,594.071166131001,122.32384513663477,0.45141022614207316
250.88394298342345,593.8396478801716,122.27640913640478,967,251.34506622334328,593.4574562486342,122.19747752802256,0.9222464798394014
251.21935260871183,594.4239285203248,122.35671887096322,968,251.60498873236432,594.071166131001,122.32384513663477,0.7712722473047933
251.1608955668071,594.4855007135776,122.35360371961517,968,251.60498873236432,594.071166131001,122.32384513663477,0.8881863311142553
251.0785992345878,594.3812264303141,122.54017433509797,968,251.60498873236432,594.071166131001,122.32384513663477,1.052778995552842
251.32958935774815,594.337180132835,122.33323050941677,968,251.60498873236432,594.071166131001,122.32384513663477,0.5507987492322002
251.1687225626977,594.402776585957,122.42850085134518,968,251.60498873236432,594.071166131001,122.32384513663477,0.8725323393330626
251.36934725903964,594.2705548742387,122.36009786672152,968,251.60498873236432,594.071166131001,122.32384513663477,0.47128294664912573
250.9789817879395,594.640330229109,122.38068798295127,968,251.60498873236432,594.071166131001,122.32384513663477,1.252013888849433
251.2182600214784,594.3766155039807,122.40512447454073,968,251.60498873236432,594.071166131001,122.32384513663477,0.7734574217716386
251.31939646171602,594.2969715899394,122.38363194834449,968,251.60498873236432,594.071166131001,122.32384513663477,0.5711845412964607
251.07654913780874,594.490366778961,122.43308408323023,968,251.60498873236432,594.071166131001,122.32384513663477,1.0568791891110294
250.99928986061758,593.7501347365782,122.2505754028041,967,251.34506622334328,593.4574562486342,122.19747752802256,0.6915527254511744
251.35783044769525,594.2605045032533,122.3816650490514,968,251.60498873236432,594.071166131001,122.32384513663477,0.49431656933803936
250.14678667320683,591.9831606552136,121.87005267157947,964,250.56529869628017,591.616326601534,121.81837470218588,0.8370240461465954
251.33540289407566,594.3355237389663,122.32907336695787,968,251.60498873236432,594.071166131001,122.32384513663477,0.5391716765771548
251.32218865485623,594.3358462315106,122.3419651136331,968,251.60498873236432,594.071166131001,122.32384513663477,0.5656001550160283
251.30137716162267,594.3508307959344,122.3477920424429,968,251.60498873236432,594.071166131001,122.32384513663477,0.6072231414832032
250.88589959673916,594.4383564186369,122.67574398462381,968,251.60498873236432,594.071166131001,122.32384513663477,1.4381782712501234
251.41842546752932,594.2120295394608,122.36954499300978,968,251.60498873236432,594.071166131001,122.32384513663477,0.3731265296698467
251.11686216714818,594.4954684177555,122.38766941509616,968,251.60498873236432,594.071166131001,122.32384513663477,0.9762531304321129
251.34998926882778,594.2674413123432,122.38256941882891,968,251.60498873236432,594.071166131001,122.32384513663477,0.5099989270728997
250.4135673595212,592.5016356702895,122.08479697018919,965,250.8252212053012,592.2300364839008,121.9447423107981,0.8233076915597763
251.26384988191566,594.2654560015852,122.47069411649906,968,251.60498873236432,594.071166131001,122.32384513663477,0.6822777008972167
251.13470251851402,594.4347519164426,122.43054556504337,968,251.60498873236432,594.071166131001,122.32384513663477,0.9405724277005163
250.98148216583016,594.6340965233667,122.38442131080303,968,251.60498873236432,594.071166131001,122.32384513663477,1.247013133068151
251.11917105440236,594.3755622993551,122.50526664624248,968,251.60498873236432,594.071166131001,122.32384513663477,0.9716353559238371
250.97726877745538,593.7413027982225,122.281428424322,967,251.34506622334328,593.4574562486342,122.19747752802256,0.735594891775591
251.14646305973162,594.2971577364546,122.55637920381369,968,251.60498873236432,594.071166131001,122.32384513663477,0.9170513452652216
251.1913285536243,594.398772128409,122.40989931796666,968,251.60498873236432,594.071166131001,122.32384513663477,0.8273203574799197
251.30180832976836,594.3324064292643,122.36578524096724,968,251.60498873236432,594.071166131001,122.32384513663477,0.6063608051917981
251.18903564884837,594.4124914393184,122.39847291183314,968,251.60498873236432,594.071166131001,122.32384513663477,0.8319061670317467
250.7826477209964,593.1103562403808,122.10699603862275,966,251.08514371432224,592.8437463662675,122.07110991941033,0.6049919866515836
251.1642346526323,594.4325912711824,122.4031740761851,968,251.60498873236432,594.071166131001,122.32384513663477,0.8815081594638343
251.18072828508153,594.4799131142496,122.33935860066877,968,251.60498873236432,594.071166131001,122.32384513663477,0.8485208945654392
251.40893091740105,594.235030681597,122.35603840100183,968,251.60498873236432,594.071166131001,122.32384513663477,0.3921156299263515
251.3358824703295,594.3238274119262,122.34029011774419,968,251.60498873236432,594.071166131001,122.32384513663477,0.5382125240695217
251.18095607699252,594.3066855107456,122.5123584122617,968,251.60498873236432,594.071166131001,122.32384513663477,0.8480653107434222
251.3079613045891,594.2846141307924,122.40742456461837,968,251.60498873236432,594.071166131001,122.32384513663477,0.5940548555502829
251.2426321550217,594.3141591971124,122.44320864786572,968,251.60498873236432,594.071166131001,122.32384513663477,0.7247131546850198
251.27391007799278,594.3261687508408,122.39992117116633,968,251.60498873236432,594.071166131001,122.32384513663477,0.662157308742934
251.37988564914596,594.2317649513662,122.38834939948768,968,251.60498873236432,594.071166131001,122.32384513663477,0.4502061664365584
251.1984908946538,594.4167216147376,122.38478749060845,968,251.60498873236432,594.071166131001,122.32384513663477,0.8129956754208933
250.42289338064026,592.4003671583472,122.17673946101233,965,250.8252212053012,592.2300364839008,121.9447423107981,0.8046556493215746
251.32058709685214,594.3205205102498,122.358892392898,968,251.60498873236432,594.071166131001,122.32384513663477,0.5688032710242794
250.03992917999375,592.1109386084134,121.84913221159277,964,250.56529869628017,591.616326601534,121.81837470218588,1.0507390325728068
251.14604877416605,594.4618239182158,122.39212730761803,968,251.60498873236432,594.071166131001,122.32384513663477,0.9178799163964015
251.0197161261676,594.6696984346333,122.31058543919893,968,251.60498873236432,594.071166131001,122.32384513663477,1.1970646072649629
251.10199377004892,594.4527414792113,122.44526475073971,968,251.60498873236432,594.071166131001,122.32384513663477,1.0059899246307253
251.19893690804273,594.3566915832284,122.44437150872868,968,251.60498873236432,594.071166131001,122.32384513663477,0.8121036486429887
250.90917584725847,593.8169554591892,122.27386869355229,967,251.34506622334328,593.4574562486342,122.19747752802256,0.8717807521695278
251.22260810080064,594.4160493561926,122.36134254300659,968,251.60498873236432,594.071166131001,122.32384513663477,0.7647612631271556
250.9684676782999,593.7417823510011,122.28974997069884,967,251.34506622334328,593.4574562486342,122.19747752802256,0.7531970900865446
251.24462871972074,594.3506850102254,122.4046862700537,968,251.60498873236432,594.071166131001,122.32384513663477,0.7207200252870081
251.2943463675702,594.3325606112498,122.37309302117983,968,251.60498873236432,594.071166131001,122.32384513663477,0.6212847295880692
251.21700532414894,594.4010730439123,122.38192163193854,968,251.60498873236432,594.071166131001,122.32384513663477,0.7759668164305253
251.2852355459715,594.327217556093,122.38754689793541,968,251.60498873236432,594.071166131001,122.32384513663477,0.6395063727855614
250.66479401076145,593.1747493089647,122.16045668027382,966,251.08514371432224,592.8437463662675,122.07110991941033,0.8406994071214626
251.05238567526527,593.6827886641522,122.26482566058253,967,251.34506622334328,593.4574562486342,122.19747752802256,0.5853610961559639
250.2157009976841,592.7442401707019,122.04005883161375,965,250.8252212053012,592.2300364839008,121.9447423107981,1.219040415233863
251.21883760175396,594.3997048183519,122.38145757989409,968,251.60498873236432,594.071166131001,122.32384513663477,0.7723022612206165
251.2555292195922,594.3310797048524,122.41339107555527,968,251.60498873236432,594.071166131001,122.32384513663477,0.6989190255440718
251.41909529181305,594.2686360828993,122.31226862528756,968,251.60498873236432,594.071166131001,122.32384513663477,0.3949399037968533
251.3168456994585,594.3183733553213,122.36478094522003,968,251.60498873236432,594.071166131001,122.32384513663477,0.5762860658114732
250.67929712235733,593.1999928663549,122.12071001128771,966,251.08514371432224,592.8437463662675,122.07110991941033,0.8116931839297195
251.33923025676265,594.2424730651694,122.41829667806786,968,251.60498873236432,594.071166131001,122.32384513663477,0.5315169512032156
250.3607605652133,592.6697440878457,121.96949534694082,965,250.8252212053012,592.2300364839008,121.9447423107981,0.9289212801755724
251.2735741982972,594.4024904618706,122.32393533983212,968,251.60498873236432,594.071166131001,122.32384513663477,0.6628290681340729
250.93203507049148,594.7861335222327,122.2818314072757,968,251.60498873236432,594.071166131001,122.32384513663477,1.4299347824636754
251.22354993737014,594.3485571313565,122.42789293127329,968,251.60498873236432,594.071166131001,122.32384513663477,0.7628775899882783
251.41969034273296,594.2245676990543,122.3557419582126,968,251.60498873236432,594.071166131001,122.32384513663477,0.37059677926255574
250.86537210332335,593.0249526551513,122.10967524152528,966,251.08514371432224,592.8437463662675,122.07110991941033,0.4395432219976385
251.27012427084702,594.3299917041984,122.39988402495443,968,251.60498873236432,594.071166131001,122.32384513663477,0.6697289230343983
251.19987364856334,594.3917514708388,122.40837488059773,968,251.60498873236432,594.071166131001,122.32384513663477,0.8102301676018016
251.24257565910764,594.3421799906704,122.4152443502219,968,251.60498873236432,594.071166131001,122.32384513663477,0.7248261465132373
251.2902854077939,594.3672332469241,122.34248134528188,968,251.60498873236432,594.071166131001,122.32384513663477,0.6294066491406909
249.73823044239109,590.6123700481153,121.64939950949359,962,250.0454536782381,590.3889068368005,121.56563948496142,0.6144464716939382
251.1121627198505,594.5797195520129,122.30811772813658,968,251.60498873236432,594.071166131001,122.32384513663477,1.0171068420239493
250.50736268223295,593.3287274653313,122.16390985243568,966,251.08514371432224,592.8437463662675,122.07110991941033,1.1555620641784543
250.88985208596802,593.8583501244481,122.25179778958379,967,251.34506622334328,593.4574562486342,122.19747752802256,0.9104282747503305
251.208580435831,594.3511878826326,122.44023168153632,968,251.60498873236432,594.071166131001,122.32384513663477,0.7928165930665472
251.39085391199305,594.2080341791283,122.40111190887865,968,251.60498873236432,594.071166131001,122.32384513663477,0.42826964074247087
250.9820439945499,593.7875656679378,122.23039033751229,967,251.34506622334328,593.4574562486342,122.19747752802256,0.7260444575866387
251.29857224607923,594.3477554600786,122.3536722938421,968,251.60498873236432,594.071166131001,122.32384513663477,0.6128329725700468
251.16263778102413,594.4139146187198,122.42344760025603,968,251.60498873236432,594.071166131001,122.32384513663477,0.8847019026802769
251.20799934363603,594.4260004235962,122.36600023276773,968,251.60498873236432,594.071166131001,122.32384513663477,0.7939787774564735
251.27903425868743,594.3554098522102,122.36555588910225,968,251.60498873236432,594.071166131001,122.32384513663477,0.6519089473536042
251.1085965363426,594.4813634844036,122.4100399792537,968,251.60498873236432,594.071166131001,122.32384513663477,0.9927843920432764
250.74776077548805,593.1243920082094,122.12784721630251,966,251.08514371432224,592.8437463662675,122.07110991941033,0.6747658776682499
251.19366542172466,594.410311911444,122.39602266683121,968,251.60498873236432,594.071166131001,122.32384513663477,0.8226466212791053
251.11242616993104,594.4868284548797,122.40074537518919,968,251.60498873236432,594.071166131001,122.32384513663477,0.9851251248664852
250.74760189630067,593.1149707217303,122.13742738196895,966,251.08514371432224,592.8437463662675,122.07110991941033,0.6750836360429702
251.1382772701651,594.49263513574,122.36908759409485,968,251.60498873236432,594.071166131001,122.32384513663477,0.9334229243983287
251.28386474989412,594.359444940739,122.35669030936681,968,251.60498873236432,594.071166131001,122.32384513663477,0.6422479649402533
251.36519386437178,594.2628827902676,122.37192334536051,968,251.60498873236432,594.071166131001,122.32384513663477,0.47958973598488797
251.3683207237604,594.1626851275864,122.46899414865307,968,251.60498873236432,594.071166131001,122.32384513663477,0.4733360172076857
250.41755885358177,592.5856840711746,121.99675707524358,965,250.8252212053012,592.2300364839008,121.9447423107981,0.8153247034386908
251.3309348604113,594.3262266533192,122.34283848626936,968,251.60498873236432,594.071166131001,122.32384513663477,0.5481077439058168
250.77577062866345,593.9963683467812,122.22786102455525,967,251.34506622334328,593.4574562486342,122.19747752802256,1.138591189359488
251.27933606769128,594.260502720426,122.46016121188269,968,251.60498873236432,594.071166131001,122.32384513663477,0.6513053293459734
250.63186828979576,593.9113352423009,122.45679646790332,967,251.34506622334328,593.4574562486342,122.19747752802256,1.426395867094925
250.42335484531608,592.5456752103963,122.03096994428752,965,250.8252212053012,592.2300364839008,121.9447423107981,0.8037327199700712
250.05193699972673,591.2303008707174,121.71776212955577,963,250.30537618725913,591.0026167191672,121.69200709357365,0.5068783750647015
251.28132421129024,594.3938462628864,122.3248295258232,968,251.60498873236432,594.071166131001,122.32384513663477,0.6473290421479874
251.29811354694,594.3791719108007,122.32271454225916,968,251.60498873236432,594.071166131001,122.32384513663477,0.6160115595996558
251.38206425053457,594.2673851584775,122.3505505909878,968,251.60498873236432,594.071166131001,122.32384513663477,0.4458489636593299
251.0688367474455,594.5168228150636,122.41434043749074,968,251.60498873236432,594.071166131001,122.32384513663477,1.0723039698374635
251.25081648770325,594.3628035412039,122.38637997109284,968,251.60498873236432,594.071166131001,122.32384513663477,0.7083444893220872
251.38184292164047,594.2423813286266,122.37577574973275,968,251.60498873236432,594.071166131001,122.32384513663477,0.4462916214474859
250.8166449850935,593.0356474938914,122.14770752101508,966,251.08514371432224,592.8437463662675,122.07110991941033,0.5369974584573498
251.23533082453633,594.3701608329598,122.39450834250388,968,251.60498873236432,594.071166131001,122.32384513663477,0.7393158156558997
251.28109592388245,594.3727176283312,122.34618644778631,968,251.60498873236432,594.071166131001,122.32384513663477,0.6477856169636595
251.24208274799625,594.3612141908319,122.39670306117179,968,251.60498873236432,594.071166131001,122.32384513663477,0.7258119687360391
251.2749638434692,594.3401346069095,122.38490154962123,968,251.60498873236432,594.071166131001,122.32384513663477,0.6600497777901069
251.22854585724102,594.3024750724928,122.468979070266,968,251.60498873236432,594.071166131001,122.32384513663477,0.7528857502464064
251.0943160103707,594.534229599817,122.37145438981221,968,251.60498873236432,594.071166131001,122.32384513663477,1.021345443987073
251.17521448232654,594.4908477904631,122.33393772721031,968,251.60498873236432,594.071166131001,122.32384513663477,0.8595485000755048
251.34417239192703,594.2963702516054,122.35945735646752,968,251.60498873236432,594.071166131001,122.32384513663477,0.5216326808744469
251.2447585134036,594.3873468747604,122.36789461183587,968,251.60498873236432,594.071166131001,122.32384513663477,0.7204604379212469
251.18536959782236,594.4566085137777,122.35802188839986,968,251.60498873236432,594.071166131001,122.32384513663477,0.8392382690838218
251.43206522718938,594.2416178916527,122.32631688115772,968,251.60498873236432,594.071166131001,122.32384513663477,0.3458470103496438
251.38638368287337,594.2750987461907,122.33851757093584,968,251.60498873236432,594.071166131001,122.32384513663477,0.4372100989817369
251.29622125585044,594.3051341072224,122.39864463692699,968,251.60498873236432,594.071166131001,122.32384513663477,0.6175349530275867
249.73342973830563,590.678540823386,121.58802943830827,962,250.0454536782381,590.3889068368005,121.56563948496142,0.6240478798648041
250.17391823050974,591.9438247899217,121.88225697956841,964,250.56529869628017,591.616326601534,121.81837470218588,0.7827609315406789
250.90653990637603,593.7731073748735,122.32035271875043,967,251.34506622334328,593.4574562486342,122.19747752802256,0.8770526339343547
251.08767724923646,594.2539556402672,122.65836711049614,968,251.60498873236432,594.071166131001,122.32384513663477,1.0346229662555118
251.2692853289703,594.311538186149,122.41917648488052,968,251.60498873236432,594.071166131001,122.32384513663477,0.6714068067878571
251.29236631327046,594.3373193526967,122.37031433403274,968,251.60498873236432,594.071166131001,122.32384513663477,0.6252448381875553
251.18668985962967,594.4037362868338,122.4095738535365,968,251.60498873236432,594.071166131001,122.32384513663477,0.8365977454692342
251.2369536857807,594.3408235136006,122.42222280061846,968,251.60498873236432,594.071166131001,122.32384513663477,0.736070093167001
249.84560891162573,591.3766775703805,121.77771351799377,963,250.30537618725913,591.0026167191672,121.69200709357365,0.9195345512667643
250.94183698371126,593.7682001806563,122.28996283563232,967,251.34506622334328,593.4574562486342,122.19747752802256,0.8064584792638811
251.04110041215935,593.7234810233492,122.23541856449138,967,251.34506622334328,593.4574562486342,122.19747752802256,0.6079316223677438
251.36113840129272,594.2708441789481,122.36801741975906,968,251.60498873236432,594.071166131001,122.32384513663477,0.4877006621430269
250.8518055608425,593.0684662191044,122.07972822005301,966,251.08514371432224,592.8437463662675,122.07110991941033,0.4666763069592861
